This program comes with ABSOLUTELY NO WARRANTY.
This is free software, and you are welcome to redistribute it
under conditions of GPL license.

WARNING [MISC1]: Unknown parameter in par file:  PLAN
WARNING: duplicated warnings have been supressed.
WARNING [PAR2]: Have not set a DM epoch. The period epoch will be used instead. 0337_bogus.par
WARNING [CLK1]: CLK parameter 'UTC(NIST)' is not a realization of TT! 
-> Using TT(UTC(NIST)) instead.(You should set CLK to what you really mean!)
WARNING [TIM1]: Please place MODE flags in the parameter file 
WARNING [CLK7]: no clock corrections available from UTC(gbt) to TT(UTC(NIST)) for MJD 55930.9
WARNING [CLK4]: Trying assuming UTC = UTC(gbt)
WARNING [CLK7]: no clock corrections available from UTC to TT(UTC(NIST)) for MJD 55930.9
WARNING [CLK5]: Trying TT(TAI) instead of  TT(UTC(NIST))
WARNING [CLK9]: ... ok, using stated approximation 
WARNING [CLK7]: no clock corrections available from UTC(ao) to TT(UTC(NIST)) for MJD 55950.0
WARNING [CLK7]: no clock corrections available from UTC(wsrt) to TT(UTC(NIST)) for MJD 55956.7
Complete return
Looking for /home/aarchiba/software/tempo2/t2dir/plugins//general2_linux-gnu_plug.t2
Starting general2 plugin
OUTPUT 55930.92877345491301 820.04899999999997817 4.0400000000000000355
OUTPUT 55930.928901603468169 820.04899999999997817 3.8999999999999999112
OUTPUT 55930.929029751985347 820.04899999999997817 4.9400000000000003908
OUTPUT 55930.929157900521542 820.04899999999997817 3.7299999999999999822
OUTPUT 55930.929286049005555 820.04899999999997817 2.9300000000000001599
OUTPUT 55930.929414197509882 820.04899999999997817 3.2900000000000000355
OUTPUT 55930.929542346013424 820.04899999999997817 3.7299999999999999822
OUTPUT 55930.929670494589981 820.04899999999997817 4.6100000000000003197
OUTPUT 55930.92979864313325 820.04899999999997817 4.2999999999999998224
OUTPUT 55930.929926791627143 820.04899999999997817 4.5099999999999997868
OUTPUT 55930.930054940197547 820.04899999999997817 4.1500000000000003553
OUTPUT 55930.930183088581977 820.04899999999997817 3.9399999999999999467
OUTPUT 55930.930311237141812 820.04899999999997817 3.7099999999999999645
OUTPUT 55930.930439385669764 820.04899999999997817 2.9199999999999999289
OUTPUT 55930.93056753421773 820.04899999999997817 4.5899999999999998579
OUTPUT 55930.930695682688718 820.04899999999997817 3.0099999999999997868
OUTPUT 55931.298589765383198 820.04899999999997817 3.5099999999999997868
OUTPUT 55931.298799452078651 820.04899999999997817 3.5699999999999998401
OUTPUT 55931.299009138914961 820.04899999999997817 3.1899999999999999467
OUTPUT 55931.299218857288849 820.04899999999997817 3.2599999999999997868
OUTPUT 55931.299428543980113 820.04899999999997817 2.7400000000000002132
OUTPUT 55931.299638262410529 820.04899999999997817 3.1600000000000001421
OUTPUT 55931.29984794915903 820.04899999999997817 2.9900000000000002132
OUTPUT 55931.300057635955994 820.04899999999997817 2.8999999999999999112
OUTPUT 55931.300267354445523 820.04899999999997817 3.0800000000000000711
OUTPUT 55931.300477041118345 820.04899999999997817 3.25
OUTPUT 55931.300686759608315 820.04899999999997817 3.5800000000000000711
OUTPUT 55931.300896446506865 820.04899999999997817 2.9599999999999999645
OUTPUT 55931.301106133219399 820.04899999999997817 3.0600000000000000533
OUTPUT 55931.30131585170809 820.04899999999997817 2.9700000000000001954
OUTPUT 55931.301525538553864 820.04899999999997817 2.6899999999999999467
OUTPUT 55931.301735256971508 820.04899999999997817 3.1299999999999998934
OUTPUT 55933.324530028324073 820.04899999999997817 2.6000000000000000888
OUTPUT 55933.324961070812346 820.04899999999997817 2.5899999999999998579
OUTPUT 55933.325392113334644 820.04899999999997817 3.25
OUTPUT 55933.32582315578188 820.04899999999997817 3.1099999999999998757
OUTPUT 55933.32625419842693 820.04899999999997817 2.9300000000000001599
OUTPUT 55933.326685240970523 820.04899999999997817 2.7400000000000002132
